"respondent","condition","stimuli","accuracy","latency"
24,"Whitegood","bf23",1,760
24,"Whitegood","annoying",1,676
24,"Whitegood","wf6",1,578
24,"Whitegood","good",1,645
24,"Whitegood","bm56",1,636
24,"Whitegood","evil",1,581
24,"Whitegood","bf23",1,623
24,"Whitegood","terrible",1,672
24,"Whitegood","wm1",1,663
24,"Whitegood","joy",1,623
24,"Whitegood","wf6",1,663
24,"Whitegood","peace",1,703
24,"Whitegood","wm4",1,725
24,"Whitegood","failure",1,754
24,"Whitegood","bm23",1,621
24,"Whitegood","love",1,702
24,"Whitegood","bm14",0,1221
24,"Whitegood","pain",1,764
25,"Whitegood","failure",1,680
25,"Whitegood","bf14",1,578
25,"Whitegood","evil",1,646
25,"Whitegood","wm6",1,637
25,"Whitegood","pleasure",1,645
25,"Whitegood","bm56",1,621
25,"Whitegood","peace",1,590
25,"Whitegood","bf56",1,752
25,"Whitegood","laughter",1,588
25,"Whitegood","bm23",1,566
25,"Whitegood","hate",1,553
25,"Whitegood","bm14",1,484
25,"Whitegood","love",1,539
25,"Whitegood","bf23",1,679
25,"Whitegood","joy",1,526
25,"Whitegood","wf6",1,562
25,"Whitegood","wf2",1,520
25,"Whitegood","good",1,566
25,"Whitegood","bm23",1,504
25,"Whitegood","wf3",1,688
25,"Whitegood","terrible",1,631
25,"Whitegood","wm1",1,503
25,"Whitegood","pain",0,1297
25,"Whitegood","bf56",1,602
25,"Whitegood","glory",1,587
25,"Whitegood","bf23",1,549
25,"Whitegood","horrible",1,718
25,"Whitegood","bm14",1,523
25,"Whitegood","peace",1,528
25,"Whitegood","wm4",1,476
25,"Whitegood","love",1,675
25,"Whitegood","wm6",1,529
25,"Whitegood","annoying",1,726
25,"Whitegood","wm4",1,722
25,"Whitegood","wicked",1,495
25,"Whitegood","wf2",1,564
25,"Whitegood","horrible",1,544
25,"Whitegood","wf6",1,619
25,"Whitegood","good",1,476
25,"Whitegood","wm1",1,522
25,"Whitegood","glory",1,559
25,"Whitegood","wf3",1,530
25,"Whitegood","hate",1,463
25,"Whitegood","bm56",1,462
25,"Whitegood","annoying",1,701
25,"Whitegood","bf14",1,523
25,"Whitegood","wicked",1,704
25,"Whitegood","bf14",1,509
25,"Whitegood","laughter",1,563
25,"Whitegood","wf3",1,590
25,"Whitegood","terrible",1,728
25,"Whitegood","bf56",1,548
25,"Whitegood","evil",1,608
25,"Whitegood","wf6",1,626
25,"Whitegood","pleasure",1,531
25,"Whitegood","bm23",1,487
25,"Whitegood","pain",1,502
25,"Whitegood","wm1",1,667
25,"Whitegood","joy",1,522
25,"Whitebad","failure",1,859
25,"Whitebad","bm14",0,1503
25,"Whitebad","horrible",1,8656
25,"Whitebad","wm4",0,2723
25,"Whitebad","pleasure",1,878
25,"Whitebad","wf6",1,1853
25,"Whitebad","evil",1,2381
25,"Whitebad","bm56",1,1064
25,"Whitebad","hate",1,1159
25,"Whitebad","wm1",1,1530
25,"Whitebad","laughter",1,1271
25,"Whitebad","wm6",1,1007
25,"Whitebad","terrible",1,1809
25,"Whitebad","bm23",1,850
25,"Whitebad","good",1,2697
25,"Whitebad","wf2",1,1320
25,"Whitebad","pain",0,2603
25,"Whitebad","bf14",1,1286
25,"Whitebad","peace",1,973
25,"Whitebad","bf56",1,920
25,"Whitebad","bf23",1,855
25,"Whitebad","love",1,695
25,"Whitebad","wf3",1,845
25,"Whitebad","wf2",1,985
25,"Whitebad","glory",1,1739
25,"Whitebad","wm1",1,1448
25,"Whitebad","wicked",0,1798
25,"Whitebad","wm4",1,1121
25,"Whitebad","joy",1,1062
25,"Whitebad","wm6",0,1459
25,"Whitebad","joy",0,2377
25,"Whitebad","bm56",1,1287
25,"Whitebad","pleasure",0,3595
25,"Whitebad","wf3",1,1024
25,"Whitebad","annoying",0,2295
25,"Whitebad","bm14",1,1094
25,"Whitebad","peace",1,1341
25,"Whitebad","wf6",1,849
25,"Whitebad","laughter",1,833
25,"Whitebad","bf14",0,1102
25,"Whitebad","love",1,1990
25,"Whitebad","bf56",0,1115
25,"Whitebad","wicked",1,685
25,"Whitebad","bf23",1,723
25,"Whitebad","failure",1,2273
25,"Whitebad","bm23",1,800
25,"Whitebad","annoying",1,1218
25,"Whitebad","wf2",1,1809
25,"Whitebad","good",1,891
25,"Whitebad","bf14",1,649
25,"Whitebad","hate",0,951
25,"Whitebad","bm14",1,983
25,"Whitebad","pain",1,1018
25,"Whitebad","wm6",1,755
25,"Whitebad","bf23",1,561
25,"Whitebad","horrible",1,1245
25,"Whitebad","wf6",0,1089
25,"Whitebad","terrible",1,3226
26,"Whitegood","hate",1,800
26,"Whitegood","wm4",1,633
26,"Whitegood","annoying",1,954
26,"Whitegood","bm14",1,725
26,"Whitegood","horrible",1,698
26,"Whitegood","wf2",1,608
26,"Whitegood","wicked",1,682
26,"Whitegood","bm56",1,728
26,"Whitegood","pleasure",1,597
26,"Whitegood","wf3",1,550
26,"Whitegood","laughter",1,586
26,"Whitegood","bf23",1,500
26,"Whitegood","good",1,562
26,"Whitegood","wm6",1,597
26,"Whitegood","failure",1,575
26,"Whitegood","wf6",1,601
26,"Whitegood","peace",1,683
26,"Whitegood","wm1",1,625
26,"Whitegood","pain",1,570
26,"Whitegood","bm23",1,533
26,"Whitegood","bf56",1,927
26,"Whitegood","evil",1,564
26,"Whitegood","bf14",1,631
26,"Whitegood","wf3",1,497
26,"Whitegood","terrible",1,703
26,"Whitegood","bm14",0,966
26,"Whitegood","failure",1,832
26,"Whitegood","wm4",1,568
26,"Whitegood","annoying",1,955
26,"Whitegood","wm1",1,590
26,"Whitegood","horrible",1,617
26,"Whitegood","wm6",1,642
26,"Whitegood","glory",0,1236
26,"Whitegood","wf6",1,657
26,"Whitegood","love",1,545
26,"Whitegood","bf14",1,556
26,"Whitegood","hate",1,640
26,"Whitegood","wf2",1,544
26,"Whitegood","joy",1,620
26,"Whitegood","wm1",1,669
26,"Whitegood","bf23",1,488
26,"Whitegood","good",1,662
26,"Whitegood","bf56",1,525
26,"Whitegood","laughter",1,554
26,"Whitegood","bm56",1,469
26,"Whitegood","love",1,596
26,"Whitegood","wf2",0,886
26,"Whitegood","terrible",1,651
26,"Whitegood","bm23",1,850
26,"Whitegood","evil",1,490
26,"Whitegood","wf3",1,576
26,"Whitegood","glory",1,531
26,"Whitegood","bf14",1,511
26,"Whitegood","pleasure",1,781
26,"Whitegood","bf56",1,511
26,"Whitegood","joy",1,621
26,"Whitegood","bm23",1,574
26,"Whitegood","pain",1,1169
26,"Whitebad","evil",1,1812
26,"Whitebad","wf3",1,806
26,"Whitebad","pain",1,751
26,"Whitebad","wf2",1,515
26,"Whitebad","peace",1,816
26,"Whitebad","wm6",1,593
26,"Whitebad","bf14",1,511
26,"Whitebad","hate",1,637
26,"Whitebad","bm56",1,637
26,"Whitebad","pleasure",0,988
26,"Whitebad","bm23",1,927
26,"Whitebad","good",0,1462
26,"Whitebad","bf56",1,1123
26,"Whitebad","annoying",1,848
26,"Whitebad","wm4",1,592
26,"Whitebad","love",0,1040
26,"Whitebad","bf23",1,601
26,"Whitebad","glory",0,1252
26,"Whitebad","wm1",1,1050
26,"Whitebad","wf6",1,498
26,"Whitebad","failure",1,656
26,"Whitebad","wf2",1,591
26,"Whitebad","wicked",1,537
26,"Whitebad","wm6",1,478
26,"Whitebad","terrible",1,532
26,"Whitebad","bm14",1,513
26,"Whitebad","horrible",0,957
26,"Whitebad","wf3",1,737
26,"Whitebad","joy",0,1262
26,"Whitebad","wm4",1,1659
26,"Whitebad","horrible",1,1531
26,"Whitebad","bm56",1,736
26,"Whitebad","laughter",1,684
26,"Whitebad","wf6",1,650
26,"Whitebad","annoying",1,642
26,"Whitebad","bf14",1,666
26,"Whitebad","joy",1,1017
26,"Whitebad","wm1",1,842
26,"Whitebad","pain",1,634
26,"Whitebad","bm14",1,546
26,"Whitebad","terrible",1,911
26,"Whitebad","bm23",1,1243
26,"Whitebad","wicked",1,980
26,"Whitebad","bf23",1,670
26,"Whitebad","laughter",1,1109
26,"Whitebad","bf56",1,1058
26,"Whitebad","evil",0,950
26,"Whitebad","wm1",1,773
26,"Whitebad","peace",1,648
26,"Whitebad","bm23",0,858
26,"Whitebad","good",1,1422
26,"Whitebad","bf56",1,695
26,"Whitebad","hate",0,1252
26,"Whitebad","wf3",1,749
26,"Whitebad","pleasure",0,2428
26,"Whitebad","bm14",1,816
26,"Whitebad","wm6",1,744
26,"Whitebad","glory",1,588
27,"Whitegood","love",1,628
27,"Whitegood","wm4",1,540
27,"Whitegood","peace",1,560
27,"Whitegood","bf23",1,603
27,"Whitegood","hate",1,604
27,"Whitegood","wf2",1,534
27,"Whitegood","wicked",1,602
27,"Whitegood","bf14",1,556
27,"Whitegood","pleasure",1,798
27,"Whitegood","wf3",1,480
27,"Whitegood","laughter",1,551
27,"Whitegood","bm56",1,642
27,"Whitegood","good",1,522
27,"Whitegood","wm6",1,527
27,"Whitegood","evil",1,508
27,"Whitegood","wm1",1,513
27,"Whitegood","pain",0,2083
27,"Whitegood","bm23",1,617
27,"Whitegood","glory",1,602
27,"Whitegood","wf6",1,556
27,"Whitegood","bf56",1,798
27,"Whitegood","annoying",1,1367
27,"Whitegood","bm14",1,459
27,"Whitegood","joy",1,619
27,"Whitegood","bm56",1,628
27,"Whitegood","wm4",1,549
27,"Whitegood","glory",1,585
27,"Whitegood","bm23",1,547
27,"Whitegood","pleasure",1,615
27,"Whitegood","bf56",1,552
27,"Whitegood","terrible",1,724
27,"Whitegood","bf14",1,512
27,"Whitegood","laughter",1,478
27,"Whitegood","wf2",1,548
27,"Whitegood","joy",1,504
27,"Whitegood","bm14",1,517
27,"Whitegood","horrible",1,810
27,"Whitegood","wm6",1,531
27,"Whitegood","failure",1,680
27,"Whitegood","bf23",1,582
27,"Whitegood","annoying",1,536
27,"Whitegood","wf3",1,524
27,"Whitegood","failure",1,849
27,"Whitegood","bf23",1,577
27,"Whitegood","bf14",1,512
27,"Whitegood","wicked",1,549
27,"Whitegood","wf6",1,489
27,"Whitegood","evil",1,575
27,"Whitegood","wm1",1,617
27,"Whitegood","horrible",1,475
27,"Whitegood","wm6",1,545
27,"Whitegood","good",1,614
27,"Whitegood","bf56",1,532
27,"Whitegood","hate",1,472
27,"Whitegood","wm4",1,479
27,"Whitegood","pain",0,902
27,"Whitegood","wf3",1,1194
27,"Whitegood","peace",1,741
27,"Whitebad","hate",1,748
27,"Whitebad","wf3",1,671
27,"Whitebad","glory",1,1182
27,"Whitebad","bm23",1,993
27,"Whitebad","joy",1,867
27,"Whitebad","wf2",1,690
27,"Whitebad","peace",1,2184
27,"Whitebad","wm6",0,1024
27,"Whitebad","annoying",0,2202
27,"Whitebad","wm4",1,1829
27,"Whitebad","terrible",1,1031
27,"Whitebad","wm1",1,687
27,"Whitebad","wf6",1,1558
27,"Whitebad","pain",1,794
27,"Whitebad","bm56",1,956
27,"Whitebad","good",1,1175
27,"Whitebad","bf23",1,586
27,"Whitebad","failure",0,1111
27,"Whitebad","wf6",1,1201
27,"Whitebad","wm4",1,1682
27,"Whitebad","pleasure",1,953
27,"Whitebad","bf14",1,1196
27,"Whitebad","love",0,1477
27,"Whitebad","bm14",1,1167
27,"Whitebad","laughter",1,1138
27,"Whitebad","wm6",1,774
27,"Whitebad","wicked",1,910
27,"Whitebad","bf56",1,699
27,"Whitebad","pleasure",0,1215
27,"Whitebad","bm14",1,1025
27,"Whitebad","love",1,1114
27,"Whitebad","bf14",1,680
27,"Whitebad","peace",1,527
27,"Whitebad","bm56",1,603
27,"Whitebad","evil",1,668
27,"Whitebad","wm1",1,603
27,"Whitebad","joy",1,1058
27,"Whitebad","wf2",1,833
27,"Whitebad","bm23",1,949
27,"Whitebad","horrible",1,793
27,"Whitebad","wf3",1,795
27,"Whitebad","evil",1,557
27,"Whitebad","bf23",1,825
27,"Whitebad","wicked",1,986
27,"Whitebad","wm4",1,1292
27,"Whitebad","glory",1,899
27,"Whitebad","wf2",1,1608
27,"Whitebad","hate",1,1818
27,"Whitebad","bf56",1,699
27,"Whitebad","horrible",1,1297
27,"Whitebad","bm14",1,775
27,"Whitebad","pain",1,738
27,"Whitebad","bm56",1,782
27,"Whitebad","terrible",1,961
27,"Whitebad","bf56",1,644
27,"Whitebad","annoying",1,964
27,"Whitebad","wf3",1,759
27,"Whitebad","good",1,794
28,"Whitegood","bm56",1,800
28,"Whitegood","laughter",1,632
28,"Whitegood","wm1",1,704
28,"Whitegood","hate",1,755
28,"Whitegood","bf23",1,470
28,"Whitegood","pleasure",1,525
28,"Whitegood","wm4",0,1196
28,"Whitegood","glory",1,475
28,"Whitegood","wm6",1,471
28,"Whitegood","pain",1,542
28,"Whitegood","bm23",1,385
28,"Whitegood","good",1,444
28,"Whitegood","wf3",1,571
28,"Whitegood","joy",1,422
28,"Whitegood","wf2",1,423
28,"Whitegood","annoying",1,688
28,"Whitegood","bf14",1,422
28,"Whitegood","failure",1,535
28,"Whitegood","bf56",1,459
28,"Whitegood","wf6",1,715
28,"Whitegood","wicked",1,673
28,"Whitegood","bm14",1,423
28,"Whitegood","terrible",1,424
28,"Whitegood","wf6",1,529
28,"Whitegood","peace",1,502
28,"Whitegood","wm4",1,451
28,"Whitegood","horrible",1,555
28,"Whitegood","bf14",1,423
28,"Whitegood","love",1,399
28,"Whitegood","bm23",1,489
28,"Whitegood","evil",1,664
28,"Whitegood","wm1",1,550
28,"Whitegood","peace",1,394
28,"Whitegood","wm6",1,475
28,"Whitegood","joy",1,352
28,"Whitegood","bf23",0,802
28,"Whitegood","horrible",1,588
28,"Whitegood","bf56",1,350
28,"Whitegood","love",1,434
28,"Whitegood","bm56",1,530
28,"Whitegood","evil",1,447
28,"Whitegood","wf2",1,550
28,"Whitegood","good",1,538
28,"Whitegood","bm14",0,722
28,"Whitegood","laughter",1,658
28,"Whitegood","wf3",0,647
28,"Whitegood","hate",1,642
28,"Whitegood","wm4",1,553
28,"Whitegood","annoying",0,767
28,"Whitegood","bm56",1,375
28,"Whitegood","failure",1,418
28,"Whitegood","bm14",1,435
28,"Whitegood","glory",1,515
28,"Whitegood","wm6",1,504
28,"Whitegood","pain",1,694
28,"Whitegood","wf6",1,467
28,"Whitegood","bf14",1,472
28,"Whitegood","wicked",1,527
28,"Whitebad","wicked",0,1726
28,"Whitebad","wm6",1,1842
28,"Whitebad","terrible",1,867
28,"Whitebad","bm14",0,731
28,"Whitebad","hate",0,2080
28,"Whitebad","bf14",0,3346
28,"Whitebad","annoying",1,2055
28,"Whitebad","wf3",1,1391
28,"Whitebad","laughter",0,902
28,"Whitebad","bm56",0,1532
28,"Whitebad","failure",1,699
28,"Whitebad","bm23",1,536
28,"Whitebad","evil",1,669
28,"Whitebad","wf2",0,1083
28,"Whitebad","peace",1,1953
28,"Whitebad","wm1",1,901
28,"Whitebad","horrible",0,2143
28,"Whitebad","wm4",0,1894
28,"Whitebad","pleasure",1,5212
28,"Whitebad","bf56",1,1103
28,"Whitebad","bf23",0,1614
28,"Whitebad","pain",1,795
28,"Whitebad","wf6",0,1997
28,"Whitebad","evil",0,1318
28,"Whitebad","wf6",1,665
28,"Whitebad","bm56",0,1150
28,"Whitebad","terrible",0,2091
28,"Whitebad","wf3",1,1388
28,"Whitebad","good",1,879
28,"Whitebad","bm14",1,1677
28,"Whitebad","love",0,1235
28,"Whitebad","wf2",0,1219
28,"Whitebad","glory",0,970
28,"Whitebad","bf56",1,1735
28,"Whitebad","joy",1,708
28,"Whitebad","wm6",1,681
28,"Whitebad","glory",1,967
28,"Whitebad","wm4",1,643
28,"Whitebad","annoying",0,1309
28,"Whitebad","bf23",1,544
28,"Whitebad","wicked",1,1125
28,"Whitebad","bm23",1,489
28,"Whitebad","joy",0,1107
28,"Whitebad","wm1",1,652
28,"Whitebad","pleasure",1,836
28,"Whitebad","bf14",1,484
28,"Whitebad","peace",1,595
28,"Whitebad","wm1",0,940
28,"Whitebad","laughter",1,504
28,"Whitebad","wf2",1,693
28,"Whitebad","hate",0,1277
28,"Whitebad","bm56",1,1785
28,"Whitebad","horrible",1,788
28,"Whitebad","bm23",1,398
28,"Whitebad","wm4",0,726
28,"Whitebad","love",1,739
28,"Whitebad","bf14",0,809
28,"Whitebad","failure",1,647
29,"Whitebad","wm4",1,650
29,"Whitebad","pleasure",1,642
29,"Whitebad","wf2",1,609
29,"Whitebad","evil",0,1313
29,"Whitebad","bf56",1,1087
29,"Whitebad","good",1,766
29,"Whitebad","bf14",1,609
29,"Whitebad","horrible",1,650
29,"Whitebad","bm14",1,506
29,"Whitebad","laughter",1,528
29,"Whitebad","bm56",1,444
29,"Whitebad","glory",1,780
29,"Whitebad","wf3",1,454
29,"Whitebad","pain",1,534
29,"Whitebad","wm1",1,578
29,"Whitebad","failure",1,485
29,"Whitebad","bf23",1,491
29,"Whitebad","terrible",1,513
29,"Whitebad","bm23",1,486
29,"Whitebad","bf14",1,653
29,"Whitebad","peace",0,1290
29,"Whitebad","bf23",1,538
29,"Whitebad","annoying",1,478
29,"Whitebad","bm56",1,549
29,"Whitebad","love",1,464
29,"Whitebad","wm6",1,519
29,"Whitebad","wicked",1,396
29,"Whitebad","wf6",1,438
29,"Whitebad","joy",1,502
29,"Whitebad","wm6",1,475
29,"Whitebad","hate",1,626
29,"Whitebad","bm14",1,890
29,"Whitebad","pleasure",0,987
29,"Whitebad","bf56",1,515
29,"Whitebad","love",1,720
29,"Whitebad","bm23",1,484
29,"Whitebad","horrible",1,379
29,"Whitebad","bm23",1,461
29,"Whitebad","terrible",1,548
29,"Whitebad","wf2",1,504
29,"Whitebad","pain",1,574
29,"Whitebad","wf6",1,496
29,"Whitebad","peace",1,439
29,"Whitebad","wf3",1,535
29,"Whitebad","laughter",0,876
29,"Whitebad","wm4",1,601
29,"Whitebad","wicked",0,913
29,"Whitebad","wm1",1,583
29,"Whitebad","good",1,706
29,"Whitebad","wm6",1,479
29,"Whitebad","failure",0,1993
29,"Whitebad","bf23",1,504
29,"Whitebad","joy",0,1036
29,"Whitebad","wm1",1,637
29,"Whitebad","wf3",1,480
29,"Whitebad","hate",1,455
29,"Whitebad","bm56",1,494
29,"Whitebad","evil",1,597
29,"Whitegood","wicked",1,507
29,"Whitegood","bm23",1,391
29,"Whitegood","failure",1,514
29,"Whitegood","bm56",1,375
29,"Whitegood","love",1,450
29,"Whitegood","bf14",1,473
29,"Whitegood","peace",1,576
29,"Whitegood","bf56",1,490
29,"Whitegood","good",1,688
29,"Whitegood","bm14",1,495
29,"Whitegood","evil",0,1215
29,"Whitegood","bf23",1,485
29,"Whitegood","terrible",1,484
29,"Whitegood","bf23",1,394
29,"Whitegood","hate",1,388
29,"Whitegood","bm14",1,382
29,"Whitegood","horrible",1,416
29,"Whitegood","wf6",1,401
29,"Whitegood","glory",1,563
29,"Whitegood","bm23",1,437
29,"Whitegood","bf56",1,562
29,"Whitegood","pain",1,558
29,"Whitegood","wf2",1,473
29,"Whitegood","annoying",1,456
29,"Whitegood","wm4",1,623
29,"Whitegood","laughter",1,456
29,"Whitegood","bm56",1,472
29,"Whitegood","pain",1,383
29,"Whitegood","wm1",1,545
29,"Whitegood","joy",1,429
29,"Whitegood","wm6",1,405
29,"Whitegood","wf3",1,361
29,"Whitegood","pleasure",1,325
29,"Whitegood","wm1",1,345
29,"Whitegood","hate",1,302
29,"Whitegood","bf14",1,323
29,"Whitegood","evil",0,643
29,"Whitegood","wf3",1,407
29,"Whitegood","glory",1,433
29,"Whitegood","bf23",1,393
29,"Whitegood","wm6",1,485
29,"Whitegood","horrible",1,379
29,"Whitegood","wm4",1,453
29,"Whitegood","joy",1,453
29,"Whitegood","wf6",0,720
29,"Whitegood","pleasure",1,593
29,"Whitegood","bm23",1,370
29,"Whitegood","good",1,389
29,"Whitegood","wf2",0,931
29,"Whitegood","failure",1,771
29,"Whitegood","bf56",1,414
29,"Whitegood","terrible",1,463
29,"Whitegood","wf2",0,654
29,"Whitegood","love",1,477
29,"Whitegood","wm6",1,347
29,"Whitegood","peace",1,295
29,"Whitegood","wf3",1,284
29,"Whitegood","wicked",0,674
30,"Whitebad","evil",1,871
30,"Whitebad","bm14",1,1013
30,"Whitebad","annoying",1,1031
30,"Whitebad","wm4",1,719
30,"Whitebad","laughter",1,637
30,"Whitebad","bf56",1,637
30,"Whitebad","failure",1,605
30,"Whitebad","bm23",1,527
30,"Whitebad","pain",0,1279
30,"Whitebad","wm1",1,809
30,"Whitebad","joy",0,950
30,"Whitebad","wf2",1,1102
30,"Whitebad","peace",1,716
30,"Whitebad","bf14",1,649
30,"Whitebad","pleasure",1,624
30,"Whitebad","wf3",1,705
30,"Whitebad","good",1,639
30,"Whitebad","wm6",1,519
30,"Whitebad","horrible",1,588
30,"Whitebad","wf6",1,438
30,"Whitebad","bf23",1,631
30,"Whitebad","love",1,496
30,"Whitebad","wm6",1,501
30,"Whitebad","hate",1,531
30,"Whitebad","wm4",1,455
30,"Whitebad","bm56",1,537
30,"Whitebad","glory",1,558
30,"Whitebad","wf2",1,505
30,"Whitebad","good",1,471
30,"Whitebad","bm23",1,534
30,"Whitebad","terrible",1,490
30,"Whitebad","bf23",1,520
30,"Whitebad","wicked",1,877
30,"Whitebad","bf56",1,475
30,"Whitebad","wm1",1,521
30,"Whitebad","annoying",1,686
30,"Whitebad","bf14",1,620
30,"Whitebad","glory",1,845
30,"Whitebad","wf6",1,461
30,"Whitebad","pain",1,517
30,"Whitebad","wf3",1,505
30,"Whitebad","laughter",0,618
30,"Whitebad","wm4",1,975
30,"Whitebad","pleasure",1,610
30,"Whitebad","bm14",1,499
30,"Whitebad","failure",1,577
30,"Whitebad","bm56",1,499
30,"Whitebad","horrible",1,513
30,"Whitebad","bm23",1,501
30,"Whitebad","terrible",0,1076
30,"Whitebad","bf56",1,497
30,"Whitebad","wicked",0,901
30,"Whitebad","wm1",1,1243
30,"Whitebad","joy",1,972
30,"Whitebad","bm14",1,567
30,"Whitebad","hate",1,498
30,"Whitebad","wf2",1,559
30,"Whitebad","peace",1,683
30,"Whitegood","failure",1,736
30,"Whitegood","bm23",1,548
30,"Whitegood","peace",1,488
30,"Whitegood","wm1",1,558
30,"Whitegood","hate",1,522
30,"Whitegood","wm6",1,575
30,"Whitegood","wicked",1,506
30,"Whitegood","bf56",1,703
30,"Whitegood","terrible",1,533
30,"Whitegood","bf23",1,497
30,"Whitegood","love",1,671
30,"Whitegood","bm56",1,478
30,"Whitegood","glory",1,645
30,"Whitegood","wf3",1,461
30,"Whitegood","laughter",1,564
30,"Whitegood","wm4",1,503
30,"Whitegood","wf6",1,570
30,"Whitegood","horrible",1,557
30,"Whitegood","bm14",1,464
30,"Whitegood","bf14",1,541
30,"Whitegood","annoying",1,442
30,"Whitegood","bf14",1,473
30,"Whitegood","pain",1,432
30,"Whitegood","bm14",1,400
30,"Whitegood","good",1,514
30,"Whitegood","wf2",1,471
30,"Whitegood","pleasure",1,486
30,"Whitegood","wf6",1,388
30,"Whitegood","evil",1,478
30,"Whitegood","wf3",1,508
30,"Whitegood","joy",1,578
30,"Whitegood","wm6",1,652
30,"Whitegood","hate",1,516
30,"Whitegood","wm4",1,448
30,"Whitegood","good",0,986
30,"Whitegood","bm23",1,730
30,"Whitegood","joy",1,503
30,"Whitegood","wf2",1,556
30,"Whitegood","laughter",1,512
30,"Whitegood","bm56",1,485
30,"Whitegood","wicked",1,419
30,"Whitegood","bf56",1,556
30,"Whitegood","terrible",1,447
30,"Whitegood","wm1",0,758
30,"Whitegood","evil",0,938
30,"Whitegood","wf3",1,596
30,"Whitegood","annoying",0,1062
30,"Whitegood","wm1",1,1045
30,"Whitegood","glory",1,525
30,"Whitegood","bf23",1,449
30,"Whitegood","horrible",1,657
30,"Whitegood","bf23",1,432
30,"Whitegood","love",1,473
30,"Whitegood","bf14",1,400
30,"Whitegood","failure",1,577
30,"Whitegood","wf2",1,979
30,"Whitegood","bm23",1,418
30,"Whitegood","peace",1,459
31,"Whitebad","good",1,1500
31,"Whitebad","wm4",1,1274
31,"Whitebad","pleasure",1,1377
31,"Whitebad","bm23",1,956
31,"Whitebad","hate",1,1063
31,"Whitebad","bm14",1,1478
31,"Whitebad","pain",1,1774
31,"Whitebad","wm6",1,985
31,"Whitebad","wicked",1,803
31,"Whitebad","wf3",1,813
31,"Whitebad","annoying",1,695
31,"Whitebad","bf56",1,724
31,"Whitebad","bf23",1,735
31,"Whitebad","joy",1,980
31,"Whitebad","bm56",1,590
31,"Whitebad","love",1,616
31,"Whitebad","wf6",1,601
31,"Whitebad","peace",1,651
31,"Whitebad","wf2",1,1867
31,"Whitebad","wm1",1,2492
31,"Whitebad","failure",1,1315
31,"Whitebad","wm6",1,672
31,"Whitebad","laughter",1,679
31,"Whitebad","bf14",1,581
31,"Whitebad","glory",1,776
31,"Whitebad","wf6",1,682
31,"Whitebad","glory",1,720
31,"Whitebad","bm23",1,613
31,"Whitebad","evil",1,599
31,"Whitebad","bf14",1,744
31,"Whitebad","horrible",1,1437
31,"Whitebad","wf3",1,621
31,"Whitebad","bf56",1,977
31,"Whitebad","good",1,754
31,"Whitebad","bm14",1,486
31,"Whitebad","terrible",1,556
31,"Whitebad","wm4",1,520
31,"Whitebad","failure",1,597
31,"Whitebad","bm56",1,606
31,"Whitebad","hate",0,1991
31,"Whitebad","bf23",1,1537
31,"Whitebad","laughter",1,822
31,"Whitebad","bm14",1,583
31,"Whitebad","horrible",1,601
31,"Whitebad","bm56",1,802
31,"Whitebad","pleasure",1,1684
31,"Whitebad","wf2",1,1275
31,"Whitebad","evil",1,842
31,"Whitebad","wm1",1,734
31,"Whitebad","love",1,643
31,"Whitebad","bf14",1,561
31,"Whitebad","terrible",1,589
